"REF_DATE","GEO","DGUID","Electric power, components","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005-08","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","801881","","r","","0"
"2005-09","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1082234","","r","","0"
"2005-10","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1473035","","r","","0"
"2005-11","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1680354","","r","","0"
"2005-12","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1115389","","r","","0"
"2006-01","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1009615","","r","","0"
"2006-02","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","896358","","r","","0"
"2006-03","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","838617","","r","","0"
"2006-04","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1031221","","r","","0"
"2006-05","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1183477","","r","","0"
"2006-06","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","929732","","r","","0"
"2006-07","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","807279","","r","","0"
"2006-08","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","897638","","r","","0"
"2006-09","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","707407","","r","","0"
"2006-10","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","977782","","r","","0"
"2006-11","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","912539","","r","","0"
"2006-12","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","439196","","r","","0"
"2007-01","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","784129","","","","0"
"2007-02","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","646313","","r","","0"
"2007-03","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","631128","","r","","0"
"2007-04","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","636028","","","","0"
"2007-05","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","828722","","","","0"
"2007-06","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","841069","","","","0"
"2007-07","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1274612","","","","0"
"2007-08","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1219417","","","","0"
"2007-09","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1170697","","","","0"
"2007-10","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","760667","","","","0"
"2007-11","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","758722","","","","0"
"2007-12","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1025596","","","","0"
"2002-05","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","259310","","","","0"
"2002-06","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","204774","","","","0"
"2002-07","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","210816","","","","0"
"2002-08","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","149090","","","","0"
"2002-09","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","105316","","","","0"
"2002-10","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","65777","","","","0"
"2002-11","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","46595","","","","0"
"2002-12","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","96015","","","","0"
"2003-01","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-9803","","r","","0"
"2003-02","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-11864","","r","","0"
"2003-03","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","8618","","r","","0"
"2003-04","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","44061","","","","0"
"2003-05","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-684","","r","","0"
"2003-06","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-1839","","r","","0"
"2003-07","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","14647","","r","","0"
"2003-08","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","21149","","","","0"
"2003-09","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","102848","","","","0"
"2003-10","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","68754","","","","0"
"2003-11","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","54419","","","","0"
"2003-12","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","159672","","","","0"
"2004-01","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","13366","","r","","0"
"2004-02","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","16300","","r","","0"
"2004-03","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","35760","","","","0"
"2004-04","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","8549","","","","0"
"2004-05","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","21062","","","","0"
"2004-06","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","15700","","","","0"
"2004-07","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","30152","","","","0"
"2004-08","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","38042","","","","0"
"2004-09","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","30563","","","","0"
"2004-10","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","27548","","","","0"
"2004-11","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","54155","","","","0"
"2004-12","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","59572","","","","0"
"2005-01","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","694","","r","","0"
"2005-02","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-6903","","r","","0"
"2005-03","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-6957","","r","","0"
"2005-04","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","2047","","r","","0"
"2005-05","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-10390","","r","","0"
"2005-06","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-17580","","r","","0"
"2005-07","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-4254","","r","","0"
"2005-08","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-4994","","r","","0"
"2005-09","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-10720","","r","","0"
"2005-10","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-10647","","r","","0"
"2005-11","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-9555","","r","","0"
"2005-12","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-4644","","r","","0"
"2006-01","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-7570","","","","0"
"2006-02","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","6887","","","","0"
"2006-03","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","365","","","","0"
"2006-04","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-2962","","","","0"
"2006-05","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-138495","","","","0"
"2006-06","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-8453","","","","0"
"2006-07","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","27424","","","","0"
"2006-08","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-20861","","","","0"
"2006-09","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-25110","","","","0"
"2006-10","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-46439","","r","","0"
"2006-11","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-80080","","","","0"
"2006-12","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","176512","","","","0"
"2007-01","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-5828","","","","0"
"2007-02","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-57748","","","","0"
"2007-03","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","20284","","","","0"
"2007-04","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","86623","","","","0"
"2007-05","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","142499","","","","0"
"2007-06","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","100040","","","","0"
"2007-07","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","0","","","","0"
"2007-08","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","5433","","","","0"
"2007-09","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-6970","","","","0"
"2007-10","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-38826","","","","0"
"2007-11","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-199826","","","","0"
"2007-12","Ontario","","Total other deliveries","Megawatt hours","210","units","0","v222279","7.133","-329403","","","","0"
"2002-05","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12469129","","r","","0"
"2002-06","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12992267","","r","","0"
"2002-07","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14614448","","r","","0"
"2002-08","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14169381","","r","","0"
"2002-09","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12544555","","r","","0"
"2002-10","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12256492","","r","","0"
"2002-11","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12276856","","r","","0"
"2002-12","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13425061","","r","","0"
"2003-01","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14890259","","r","","0"
"2003-02","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13327218","","r","","0"
"2003-03","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13527041","","r","","0"
"2003-04","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12246022","","r","","0"
"2003-05","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11290101","","r","","0"
"2003-06","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11613666","","r","","0"
"2003-07","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13054717","","r","","0"
"2003-08","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12641810","","r","","0"
"2003-09","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11605845","","r","","0"
"2003-10","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11941431","","r","","0"
"2003-11","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11613915","","r","","0"
"2003-12","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12728470","","r","","0"
"2004-01","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14460610","","r","","0"
"2004-02","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12920411","","r","","0"
"2004-03","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13042834","","r","","0"
"2004-04","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","10670050","","r","","0"
"2004-05","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11133272","","r","","0"
"2004-06","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11379914","","r","","0"
"2004-07","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12716811","","r","","0"
"2004-08","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12796250","","r","","0"
"2004-09","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12550588","","r","","0"
"2004-10","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12889359","","r","","0"
"2004-11","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12544319","","r","","0"
"2004-12","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13800303","","r","","0"
"2005-01","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14660621","","r","","0"
"2005-02","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12884327","","r","","0"
"2005-03","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13974431","","r","","0"
"2005-04","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12164678","","r","","0"
"2005-05","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11874856","","r","","0"
"2005-06","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13911661","","r","","0"
"2005-07","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14694730","","r","","0"
"2005-08","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14318078","","r","","0"
"2005-09","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12388668","","r","","0"
"2005-10","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11511570","","r","","0"
"2005-11","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11802570","","r","","0"
"2005-12","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13847059","","r","","0"
"2006-01","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13671997","","r","","0"
"2006-02","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12843201","","r","","0"
"2006-03","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13787208","","r","","0"
"2006-04","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11831811","","r","","0"
"2006-05","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11885244","","r","","0"
"2006-06","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12630682","","r","","0"
"2006-07","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14036800","","r","","0"
"2006-08","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13298406","","r","","0"
"2006-09","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11780410","","r","","0"
"2006-10","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12125235","","r","","0"
"2006-11","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12156629","","r","","0"
"2006-12","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13316351","","r","","0"
"2007-01","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14344004","","r","","0"
"2007-02","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13679589","","r","","0"
"2007-03","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13500498","","r","","0"
"2007-04","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12169155","","r","","0"
"2007-05","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11858280","","r","","0"
"2007-06","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12688639","","r","","0"
"2007-07","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12694623","","","","0"
"2007-08","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13104206","","","","0"
"2007-09","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","11567624","","","","0"
"2007-10","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","12115295","","","","0"
"2007-11","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","13075191","","","","0"
"2007-12","Ontario","","Total available","Megawatt hours","210","units","0","v222276","7.130","14311989","","","","0"


